"year","tree_id","ring_width"
"1827","COPS06XX",NA
"1827","COPS07XX",NA
"1827","COPS08XX",NA
"1827","COPS09XX",NA
"1827","COPS10XX",NA
"1827","COPS11XX",NA
"1827","COPS12XX",1.31
"1827","COPS13XX",NA
"1827","COPS14XX",NA
"1827","COPS15XX",NA
"1827","COPS16XX",NA
"1827","COPS17XX",0.32
"1827","COPS18XX",NA
"1827","COPS19XX",1.26
"1827","COPS20XX",NA
"1827","COPS21XX",NA
"1827","COPS22XX",0.65
"1827","COPS23XX",NA
"1827","COPS25AX",NA
"1827","COPS26AX",NA
"1827","COPS27XX",NA
"1827","COPS28XX",NA
"1827","COPS29XX",NA
"1827","COPS30XX",NA
"1827","COPS31XX",NA
"1827","COPS32AX",NA
"1827","COPS33XX",NA
"1827","COPS34XX",NA
"1827","COPS35XX",NA
"1827","COPS36AX",NA
"1827","COPS37XX",NA
"1827","COPS38XX",NA
"1828","COPS01XX",NA
"1828","COPS02XX",NA
"1828","COPS03AX",NA
"1828","COPS05XX",NA
"1828","COPS06XX",NA
"1828","COPS07XX",NA
"1828","COPS08XX",NA
"1828","COPS09XX",NA
"1828","COPS10XX",NA
"1828","COPS11XX",NA
"1828","COPS12XX",1.87
"1828","COPS13XX",NA
"1828","COPS14XX",NA
"1828","COPS15XX",NA
"1828","COPS16XX",NA
"1828","COPS17XX",0.35
"1828","COPS18XX",NA
"1828","COPS19XX",0.49
"1828","COPS20XX",NA
"1828","COPS21XX",NA
"1828","COPS22XX",0.18
"1828","COPS23XX",NA
"1828","COPS25AX",NA
"1828","COPS26AX",NA
"1828","COPS27XX",NA
"1828","COPS28XX",NA
"1828","COPS29XX",NA
"1828","COPS30XX",NA
"1828","COPS31XX",NA
"1828","COPS32AX",NA
"1828","COPS33XX",NA
"1828","COPS34XX",NA
"1828","COPS35XX",NA
"1828","COPS36AX",NA
"1828","COPS37XX",NA
"1828","COPS38XX",NA
"1829","COPS01XX",NA
"1829","COPS02XX",NA
"1829","COPS03AX",NA
"1829","COPS05XX",NA
"1829","COPS06XX",NA
"1829","COPS07XX",NA
"1829","COPS08XX",NA
"1829","COPS09XX",NA
"1829","COPS10XX",NA
"1829","COPS11XX",NA
"1829","COPS12XX",1.56
"1829","COPS13XX",NA
"1829","COPS14XX",NA
"1829","COPS15XX",NA
"1829","COPS16XX",NA
"1829","COPS17XX",0.17
"1829","COPS18XX",0.92
"1829","COPS19XX",0.61
"1829","COPS20XX",NA
"1829","COPS21XX",NA
"1829","COPS22XX",0.16
"1829","COPS23XX",NA
"1829","COPS25AX",NA
"1829","COPS26AX",NA
"1829","COPS27XX",NA
"1829","COPS28XX",NA
"1829","COPS29XX",NA
"1829","COPS30XX",NA
"1829","COPS31XX",NA
"1829","COPS32AX",NA
"1829","COPS33XX",NA
"1829","COPS34XX",NA
"1829","COPS35XX",NA
"1829","COPS36AX",NA
"1829","COPS37XX",NA
"1829","COPS38XX",NA
"1830","COPS01XX",NA
"1830","COPS02XX",NA
"1830","COPS03AX",NA
"1830","COPS05XX",NA
"1830","COPS06XX",NA
"1830","COPS07XX",NA
"1830","COPS08XX",NA
"1830","COPS09XX",NA
"1830","COPS10XX",NA
"1830","COPS11XX",NA
"1830","COPS12XX",1.04
"1830","COPS13XX",NA
"1830","COPS14XX",NA
"1830","COPS15XX",NA
"1830","COPS16XX",NA
"1830","COPS17XX",0.63
"1830","COPS18XX",0.42
"1830","COPS19XX",0.38
"1830","COPS20XX",NA
"1830","COPS21XX",NA
"1830","COPS22XX",0.2
"1830","COPS23XX",NA
"1830","COPS25AX",NA
"1830","COPS26AX",NA
"1830","COPS27XX",NA
"1830","COPS28XX",NA
"1830","COPS29XX",NA
"1830","COPS30XX",NA
"1830","COPS31XX",NA
"1830","COPS32AX",NA
"1830","COPS33XX",NA
"1830","COPS34XX",NA
"1830","COPS35XX",NA
"1830","COPS36AX",NA
"1830","COPS37XX",NA
"1830","COPS38XX",NA
"1831","COPS01XX",NA
"1831","COPS02XX",NA
"1831","COPS03AX",NA
"1831","COPS05XX",NA
"1831","COPS06XX",NA
"1831","COPS07XX",NA
"1831","COPS08XX",NA
"1831","COPS09XX",NA
"1831","COPS10XX",NA
"1831","COPS11XX",NA
"1831","COPS12XX",1.3
"1831","COPS13XX",NA
"1831","COPS14XX",NA
"1831","COPS15XX",NA
"1831","COPS16XX",NA
"1831","COPS17XX",0.74
"1831","COPS18XX",0.33
"1831","COPS19XX",0.39
"1831","COPS20XX",NA
"1831","COPS21XX",NA
"1831","COPS22XX",0.07
"1831","COPS23XX",NA
"1831","COPS25AX",NA
"1831","COPS26AX",NA
"1831","COPS27XX",NA
"1831","COPS28XX",NA
"1831","COPS29XX",NA
"1831","COPS30XX",NA
"1831","COPS31XX",NA
"1831","COPS32AX",NA
"1831","COPS33XX",NA
"1831","COPS34XX",NA
"1831","COPS35XX",NA
"1831","COPS36AX",NA
"1831","COPS37XX",NA
"1831","COPS38XX",NA
"1832","COPS01XX",NA
"1832","COPS02XX",NA
"1832","COPS03AX",NA
"1832","COPS05XX",NA
"1832","COPS06XX",NA
"1832","COPS07XX",NA
"1832","COPS08XX",NA
"1832","COPS09XX",NA
"1832","COPS10XX",NA
"1832","COPS11XX",NA
"1832","COPS12XX",1.12
"1832","COPS13XX",NA
"1832","COPS14XX",NA
"1832","COPS15XX",NA
"1832","COPS16XX",NA
"1832","COPS17XX",0.56
"1832","COPS18XX",0.42
"1832","COPS19XX",0.48
"1832","COPS20XX",NA
"1832","COPS21XX",NA
"1832","COPS22XX",0.14
"1832","COPS23XX",NA
"1832","COPS25AX",NA
"1832","COPS26AX",NA
"1832","COPS27XX",NA
"1832","COPS28XX",NA
"1832","COPS29XX",NA
"1832","COPS30XX",NA
"1832","COPS31XX",NA
"1832","COPS32AX",NA
"1832","COPS33XX",NA
"1832","COPS34XX",NA
"1832","COPS35XX",NA
"1832","COPS36AX",NA
"1832","COPS37XX",NA
"1832","COPS38XX",NA
"1833","COPS01XX",NA
"1833","COPS02XX",NA
"1833","COPS03AX",NA
"1833","COPS05XX",NA
"1833","COPS06XX",NA
"1833","COPS07XX",NA
"1833","COPS08XX",NA
"1833","COPS09XX",NA
"1833","COPS10XX",NA
"1833","COPS11XX",NA
"1833","COPS12XX",2.14
"1833","COPS13XX",NA
"1833","COPS14XX",NA
"1833","COPS15XX",NA
"1833","COPS16XX",NA
"1833","COPS17XX",0.31
"1833","COPS18XX",0.11
"1833","COPS19XX",0.38
"1833","COPS20XX",NA
"1833","COPS21XX",NA
"1833","COPS22XX",0.12
"1833","COPS23XX",NA
"1833","COPS25AX",NA
"1833","COPS26AX",NA
"1833","COPS27XX",NA
"1833","COPS28XX",NA
"1833","COPS29XX",NA
"1833","COPS30XX",NA
"1833","COPS31XX",NA
"1833","COPS32AX",NA
"1833","COPS33XX",NA
"1833","COPS34XX",NA
"1833","COPS35XX",NA
"1833","COPS36AX",NA
"1833","COPS37XX",NA
"1833","COPS38XX",NA
"1834","COPS01XX",NA
"1834","COPS02XX",NA
"1834","COPS03AX",NA
"1834","COPS05XX",NA
"1834","COPS06XX",NA
"1834","COPS07XX",NA
"1834","COPS08XX",NA
"1834","COPS09XX",NA
"1834","COPS10XX",NA
"1834","COPS11XX",NA
"1834","COPS12XX",1.01
"1834","COPS13XX",NA
"1834","COPS14XX",NA
"1834","COPS15XX",NA
"1834","COPS16XX",NA
"1834","COPS17XX",0.27
"1834","COPS18XX",0.19
"1834","COPS19XX",0.74
"1834","COPS20XX",NA
"1834","COPS21XX",NA
"1834","COPS22XX",0.19
"1834","COPS23XX",NA
"1834","COPS25AX",NA
"1834","COPS26AX",NA
"1834","COPS27XX",NA
"1834","COPS28XX",NA
"1834","COPS29XX",NA
"1834","COPS30XX",NA
"1834","COPS31XX",NA
"1834","COPS32AX",NA
"1834","COPS33XX",NA
"1834","COPS34XX",NA
"1834","COPS35XX",NA
"1834","COPS36AX",NA
"1834","COPS37XX",NA
"1834","COPS38XX",NA
"1835","COPS01XX",NA
"1835","COPS02XX",NA
"1835","COPS03AX",NA
"1835","COPS05XX",NA
"1835","COPS06XX",NA
"1835","COPS07XX",NA
"1835","COPS08XX",NA
"1835","COPS09XX",NA
"1835","COPS10XX",NA
"1835","COPS11XX",NA
"1835","COPS12XX",0.75
"1835","COPS13XX",NA
"1835","COPS14XX",NA
"1835","COPS15XX",NA
"1835","COPS16XX",NA
"1835","COPS17XX",0.18
"1835","COPS18XX",0.41
"1835","COPS19XX",0.56
"1835","COPS20XX",NA
"1835","COPS21XX",NA
"1835","COPS22XX",0.23
"1835","COPS23XX",NA
"1835","COPS25AX",NA
"1835","COPS26AX",NA
"1835","COPS27XX",NA
"1835","COPS28XX",NA
"1835","COPS29XX",NA
"1835","COPS30XX",NA
"1835","COPS31XX",NA
"1835","COPS32AX",NA
"1835","COPS33XX",NA
"1835","COPS34XX",NA
"1835","COPS35XX",NA
"1835","COPS36AX",NA
"1835","COPS37XX",NA
"1835","COPS38XX",NA
"1836","COPS01XX",NA
"1836","COPS02XX",NA
"1836","COPS03AX",NA
"1836","COPS05XX",NA
"1836","COPS06XX",NA
"1836","COPS07XX",NA
"1836","COPS08XX",NA
"1836","COPS09XX",NA
"1836","COPS10XX",NA
"1836","COPS11XX",NA
"1836","COPS12XX",0.74
"1836","COPS13XX",NA
"1836","COPS14XX",NA
"1836","COPS15XX",NA
"1836","COPS16XX",NA
"1836","COPS17XX",0.3
"1836","COPS18XX",0.51
"1836","COPS19XX",0.6
"1836","COPS20XX",NA
"1836","COPS21XX",NA
"1836","COPS22XX",0.41
"1836","COPS23XX",NA
"1836","COPS25AX",NA
"1836","COPS26AX",NA
"1836","COPS27XX",0.77
"1836","COPS28XX",NA
"1836","COPS29XX",NA
"1836","COPS30XX",NA
"1836","COPS31XX",NA
"1836","COPS32AX",NA
"1836","COPS33XX",NA
"1836","COPS34XX",NA
"1836","COPS35XX",NA
"1836","COPS36AX",NA
"1836","COPS37XX",NA
"1836","COPS38XX",NA
"1837","COPS01XX",NA
"1837","COPS02XX",NA
"1837","COPS03AX",NA
"1837","COPS05XX",NA
"1837","COPS06XX",NA
"1837","COPS07XX",NA
"1837","COPS08XX",NA
"1837","COPS09XX",NA
"1837","COPS10XX",NA
"1837","COPS11XX",NA
"1837","COPS12XX",0.62
"1837","COPS13XX",NA
"1837","COPS14XX",NA
"1837","COPS15XX",NA
"1837","COPS16XX",NA
"1837","COPS17XX",0.12
"1837","COPS18XX",0.18
"1837","COPS19XX",0.48
"1837","COPS20XX",NA
"1837","COPS21XX",NA
"1837","COPS22XX",0.21
"1837","COPS23XX",NA
"1837","COPS25AX",NA
"1837","COPS26AX",NA
"1837","COPS27XX",0.39
"1837","COPS28XX",NA
"1837","COPS29XX",NA
"1837","COPS30XX",NA
"1837","COPS31XX",NA
"1837","COPS32AX",NA
"1837","COPS33XX",NA
"1837","COPS34XX",NA
"1837","COPS35XX",NA
"1837","COPS36AX",NA
"1837","COPS37XX",NA
"1837","COPS38XX",NA
"1838","COPS01XX",NA
"1838","COPS02XX",NA
"1838","COPS03AX",NA
"1838","COPS05XX",NA
"1838","COPS06XX",NA
"1838","COPS07XX",2.38
"1838","COPS08XX",NA
"1838","COPS09XX",NA
"1838","COPS10XX",NA
"1838","COPS11XX",NA
"1838","COPS12XX",0.55
"1838","COPS13XX",NA
"1838","COPS14XX",NA
"1838","COPS15XX",NA
"1838","COPS16XX",NA
"1838","COPS17XX",0.11
"1838","COPS18XX",0.31
"1838","COPS19XX",0.76
"1838","COPS20XX",NA
"1838","COPS21XX",NA
"1838","COPS22XX",0.26
"1838","COPS23XX",NA
"1838","COPS25AX",NA
"1838","COPS26AX",NA
"1838","COPS27XX",0.56
"1838","COPS28XX",NA
"1838","COPS29XX",NA
"1838","COPS30XX",NA
"1838","COPS31XX",NA
"1838","COPS32AX",NA
"1838","COPS33XX",NA
"1838","COPS34XX",NA
"1838","COPS35XX",NA
"1838","COPS36AX",NA
"1838","COPS37XX",NA
"1838","COPS38XX",NA
"1839","COPS01XX",NA
"1839","COPS02XX",NA
"1839","COPS03AX",NA
"1839","COPS05XX",NA
"1839","COPS06XX",NA
"1839","COPS07XX",2.44
"1839","COPS08XX",NA
"1839","COPS09XX",NA
"1839","COPS10XX",NA
"1839","COPS11XX",NA
"1839","COPS12XX",1.2
"1839","COPS13XX",NA
"1839","COPS14XX",NA
"1839","COPS15XX",NA
"1839","COPS16XX",NA
"1839","COPS17XX",0.19
"1839","COPS18XX",0.3
"1839","COPS19XX",0.65
"1839","COPS20XX",NA
"1839","COPS21XX",NA
"1839","COPS22XX",0.26
"1839","COPS23XX",NA
"1839","COPS25AX",NA
"1839","COPS26AX",NA
"1839","COPS27XX",0.47
"1839","COPS28XX",NA
"1839","COPS29XX",NA
"1839","COPS30XX",NA
"1839","COPS31XX",NA
"1839","COPS32AX",NA
"1839","COPS33XX",NA
"1839","COPS34XX",NA
"1839","COPS35XX",NA
"1839","COPS36AX",NA
"1839","COPS37XX",NA
"1839","COPS38XX",NA
"1840","COPS01XX",NA
"1840","COPS02XX",NA
"1840","COPS03AX",NA
"1840","COPS05XX",NA
"1840","COPS06XX",NA
"1840","COPS07XX",3.07
"1840","COPS08XX",NA
"1840","COPS09XX",NA
"1840","COPS10XX",NA
"1840","COPS11XX",NA
"1840","COPS12XX",0.97
"1840","COPS13XX",NA
"1840","COPS14XX",NA
"1840","COPS15XX",NA
"1840","COPS16XX",NA
"1840","COPS17XX",0.17
"1840","COPS18XX",0.39
"1840","COPS19XX",0.73
"1840","COPS20XX",NA
"1840","COPS21XX",NA
"1840","COPS22XX",0.35
"1840","COPS23XX",NA
"1840","COPS25AX",NA
"1840","COPS26AX",NA
"1840","COPS27XX",0.62
"1840","COPS28XX",NA
"1840","COPS29XX",NA
"1840","COPS30XX",NA
"1840","COPS31XX",NA
"1840","COPS32AX",NA
"1840","COPS33XX",NA
"1840","COPS34XX",NA
"1840","COPS35XX",NA
"1840","COPS36AX",NA
"1840","COPS37XX",NA
"1840","COPS38XX",NA
"1841","COPS01XX",NA
"1841","COPS02XX",NA
"1841","COPS03AX",NA
"1841","COPS05XX",NA
"1841","COPS06XX",NA
"1841","COPS07XX",2.78
"1841","COPS08XX",NA
"1841","COPS09XX",NA
"1841","COPS10XX",NA
"1841","COPS11XX",NA
"1841","COPS12XX",1.64
"1841","COPS13XX",NA
"1841","COPS14XX",NA
"1841","COPS15XX",NA
"1841","COPS16XX",NA
"1841","COPS17XX",0.13
"1841","COPS18XX",0.67
"1841","COPS19XX",0.97
"1841","COPS20XX",NA
"1841","COPS21XX",NA
"1841","COPS22XX",0.41
"1841","COPS23XX",NA
"1841","COPS25AX",NA
"1841","COPS26AX",NA
"1841","COPS27XX",0.8
"1841","COPS28XX",NA
"1841","COPS29XX",NA
"1841","COPS30XX",NA
"1841","COPS31XX",NA
"1841","COPS32AX",NA
"1841","COPS33XX",NA
"1841","COPS34XX",NA
"1841","COPS35XX",NA
"1841","COPS36AX",NA
"1841","COPS37XX",NA
"1841","COPS38XX",NA
"1842","COPS01XX",NA
"1842","COPS02XX",NA
"1842","COPS03AX",NA
"1842","COPS05XX",NA
"1842","COPS06XX",NA
"1842","COPS07XX",1.58
"1842","COPS08XX",NA
"1842","COPS09XX",NA
"1842","COPS10XX",NA
"1842","COPS11XX",NA
"1842","COPS12XX",0.88
"1842","COPS13XX",NA
"1842","COPS14XX",NA
"1842","COPS15XX",NA
"1842","COPS16XX",NA
"1842","COPS17XX",0.13
"1842","COPS18XX",0.27
"1842","COPS19XX",0.48
"1842","COPS20XX",NA
"1842","COPS21XX",NA
"1842","COPS22XX",0.12
"1842","COPS23XX",NA
"1842","COPS25AX",NA
"1842","COPS26AX",NA
"1842","COPS27XX",0.51
"1842","COPS28XX",NA
"1842","COPS29XX",NA
"1842","COPS30XX",NA
"1842","COPS31XX",NA
"1842","COPS32AX",NA
"1842","COPS33XX",NA
"1842","COPS34XX",NA
"1842","COPS35XX",NA
"1842","COPS36AX",NA
"1842","COPS37XX",NA
"1842","COPS38XX",NA
"1843","COPS01XX",NA
"1843","COPS02XX",NA
"1843","COPS03AX",NA
"1843","COPS05XX",NA
"1843","COPS06XX",NA
"1843","COPS07XX",1.93
"1843","COPS08XX",NA
"1843","COPS09XX",NA
"1843","COPS10XX",NA
"1843","COPS11XX",NA
"1843","COPS12XX",2.43
"1843","COPS13XX",NA
"1843","COPS14XX",NA
"1843","COPS15XX",NA
"1843","COPS16XX",NA
"1843","COPS17XX",0.57
"1843","COPS18XX",0.62
"1843","COPS19XX",0.91
"1843","COPS20XX",NA
"1843","COPS21XX",NA
"1843","COPS22XX",0.48
"1843","COPS23XX",NA
"1843","COPS25AX",NA
"1843","COPS26AX",NA
"1843","COPS27XX",1.04
"1843","COPS28XX",NA
"1843","COPS29XX",NA
"1843","COPS30XX",NA
"1843","COPS31XX",NA
"1843","COPS32AX",NA
"1843","COPS33XX",NA
"1843","COPS34XX",NA
"1843","COPS35XX",NA
"1843","COPS36AX",NA
"1843","COPS37XX",NA
"1843","COPS38XX",NA
"1844","COPS01XX",NA
"1844","COPS02XX",NA
"1844","COPS03AX",NA
"1844","COPS05XX",NA
"1844","COPS06XX",NA
"1844","COPS07XX",1.37
"1844","COPS08XX",NA
"1844","COPS09XX",NA
"1844","COPS10XX",NA
"1844","COPS11XX",NA
"1844","COPS12XX",1.96
"1844","COPS13XX",NA
"1844","COPS14XX",NA
"1844","COPS15XX",NA
"1844","COPS16XX",NA
"1844","COPS17XX",0.57
"1844","COPS18XX",1.14
